sku,vehicletype,desc,brandid,categoryid,codigo_fornecedor,ean,gtin
"LC124","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC125","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC126","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC127","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC128","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC129","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC130","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC131","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC132","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC133","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC134","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC135","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC136","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC137","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC138","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC139","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC140","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC141","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC142","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC143","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC144","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC145","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC146","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC147","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC148","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC149","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC150","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC151","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC152","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC153","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC154","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC155","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC156","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC157","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC158","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC159","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC160","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC161","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC162","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC163","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC164","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC165","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC166","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC167","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC168","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC169","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC170","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC171","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC172","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC173","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC174","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC175","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC176","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC177","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC178","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC179","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC180","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC181","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC182","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC183","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC184","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC185","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC186","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC187","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC188","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC189","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC190","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC191","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC192","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC193","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC194","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC195","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC196","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC197","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC198","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC199","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC200","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC201","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC202","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC203","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC204","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC205","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC206","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC207","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC208","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC209","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC210","moto","Laquila Cabo do acelerador","18","145","None","8714.10.00","8714.10.00"
"LC211","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC212","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC213","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC214","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC215","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC216","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC217","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC218","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC219","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC220","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC221","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC222","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC223","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC224","moto","Laquila Cabo do afogador","18","146","None","8714.10.00","8714.10.00"
"LC225","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC226","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC227","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC228","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC229","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC230","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC231","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC232","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC233","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC234","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC235","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC236","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC237","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC238","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC239","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC240","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC241","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC242","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC243","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC244","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC245","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC246","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC247","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC248","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC249","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC250","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC251","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC252","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC253","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC254","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC255","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC256","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC257","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC258","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC259","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC260","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC261","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC262","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC263","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC264","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC265","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC266","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC267","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC268","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC269","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC270","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC271","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC272","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC273","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC274","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC275","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC276","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC277","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC278","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC279","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC280","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC281","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC282","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC283","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC284","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC285","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC286","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC287","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC288","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC289","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC290","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC291","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC292","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC293","moto","Laquila Cabo de embreagem","18","142","None","8714.10.00","8714.10.00"
"LC294","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC295","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC296","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC297","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC298","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC299","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC300","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC301","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC302","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC303","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC304","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC305","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC306","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC307","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC308","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC309","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC310","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC311","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC312","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC313","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC314","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC315","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC316","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC317","moto","Laquila Cabo de freio","18","143","None","8714.10.00","8714.10.00"
"LC318","moto","Laquila Cabo do tacômetro","18","147","None","8714.10.00","8714.10.00"
"LC319","moto","Laquila Cabo do tacômetro","18","147","None","8714.10.00","8714.10.00"
"LC320","moto","Laquila Cabo do tacômetro","18","147","None","8714.10.00","8714.10.00"
"LC321","moto","Laquila Cabo do tacômetro","18","147","None","8714.10.00","8714.10.00"
"LC322","moto","Laquila Cabo do tacômetro","18","147","None","8714.10.00","8714.10.00"
"LC323","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC324","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC325","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC326","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC327","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC328","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC329","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC330","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC331","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC332","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC333","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC334","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC335","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC336","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC337","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC338","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC339","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC340","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC341","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC342","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC343","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC344","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC345","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC346","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC347","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC348","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC349","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC350","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC351","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC352","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC353","moto","Laquila Cabo de velocimetro","18","144","None","8714.10.00","8714.10.00"
"LC354","moto","Laquila Guia de cabos","18","195","None","8714.10.00","8714.10.00"
"LC355","moto","Laquila Guia de cabos","18","195","None","8714.10.00","8714.10.00"
"LM101","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM102","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM103","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM104","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM105","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM106","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM107","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM108","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM109","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM110","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM111","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM112","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM113","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM114","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM115","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM116","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM117","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM118","moto","Laquila Lâmpada do farol","18","207","None","8539.21.10","8539.21.10"
"LM119","moto","Laquila Lâmpada do farol","18","207","None","8539.29.10","8539.29.10"
"LM120","moto","Laquila Lâmpada de freio","18","206","None","8539.21.10","8539.21.10"
"LM121","moto","Laquila Lâmpadas","18","50","None","8539.50.00","8539.50.00"
"LS0101GD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0101RD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0101TT","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0102GD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0102RD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0102TT","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0103GD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0103RD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0103TT","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0104BK","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0104GD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0104RD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0104TT","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0105GD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0106TT","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0107TT","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0200GD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0201GD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LS0202GD","moto","VSR Manetes","17","58","None","8714.10.00","8714.10.00"
"LU001","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU002","moto","Laquila Luvas","18","51","None","4203.21.00","4203.21.00"
"LU003","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU004","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU005","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU006","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU007","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU008","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU009","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU011","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU012","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU018","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU019","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU020","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU021","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU022","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU023","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU024","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU026","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU027","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU028","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU038","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU040","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU042","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU045","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU047","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU048","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU050","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU052","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU056","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU057","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU059","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU061","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU062","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU063","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU064","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU065","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU066","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU067","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU068","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU069","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU074","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU075","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU076","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU078","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU079","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU083","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU084","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU085","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU086","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU087","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU088","moto","Laquila Luvas","18","51","None","4203.29.00","4203.29.00"
"LU094","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU096","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU097","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU098","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU099","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU106","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU107","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU108","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
"LU109","moto","Laquila Luvas","18","51","None","6216.00.00","6216.00.00"
